Test;M;K;N;Type;GFLOPS;Time;Iterations;Correct
Square;147;147;147;TillJIT-04.06.;0.357057;4466;251;1
Square;148;148;148;TillJIT-04.06.;0.407398;3915;246;1
Square;149;149;149;TillJIT-04.06.;0.330247;4828;241;1
Square;150;150;150;TillJIT-04.06.;0.342119;4676;237;1
Square;151;151;151;TillJIT-04.06.;0.361105;4424;232;1
Square;152;152;152;TillJIT-04.06.;0.385857;4132;227;1
Square;153;153;153;TillJIT-04.06.;0.362712;4404;223;1
Square;154;154;154;TillJIT-04.06.;0.378088;4231;219;1
Square;155;155;155;TillJIT-04.06.;0.389306;4094;214;1
Square;156;156;156;TillJIT-04.06.;0.408008;3908;210;1
Square;157;157;157;TillJIT-04.06.;0.387742;4112;206;1
Square;158;158;158;TillJIT-04.06.;0.325204;4900;202;1
Square;159;159;159;TillJIT-04.06.;0.374493;4272;199;1
Square;160;160;160;TillJIT-04.06.;0.381524;4187;195;1
Square;161;161;161;TillJIT-04.06.;0.372475;4280;191;1
Square;162;162;162;TillJIT-04.06.;0.372541;4291;188;1
Square;163;163;163;TillJIT-04.06.;0.357576;4457;184;1
Square;164;164;164;TillJIT-04.06.;0.341626;4674;181;1
Square;165;165;165;TillJIT-04.06.;0.383225;4173;178;1
Square;166;166;166;TillJIT-04.06.;0.343072;4640;174;1
Square;167;167;167;TillJIT-04.06.;0.376472;4231;171;1
Square;168;168;168;TillJIT-04.06.;0.380054;4192;168;1
Square;169;169;169;TillJIT-04.06.;0.351157;4536;165;1
Square;170;170;170;TillJIT-04.06.;0.384774;4137;162;1
Square;171;171;171;TillJIT-04.06.;0.291381;5457;159;1
Square;172;172;172;TillJIT-04.06.;0.380966;4194;157;1
Square;173;173;173;TillJIT-04.06.;0.375763;4244;154;1
Square;174;174;174;TillJIT-04.06.;0.371629;4281;151;1
Square;175;175;175;TillJIT-04.06.;0.366222;4361;149;1
Square;176;176;176;TillJIT-04.06.;0.375985;4234;146;1
Square;177;177;177;TillJIT-04.06.;0.334807;4770;144;1
Square;178;178;178;TillJIT-04.06.;0.336168;4731;141;1
Square;179;179;179;TillJIT-04.06.;0.352749;4520;139;1
Square;180;180;180;TillJIT-04.06.;0.399792;3997;137;1
Square;181;181;181;TillJIT-04.06.;0.345622;4598;134;1
Square;182;182;182;TillJIT-04.06.;0.343523;4633;132;1
Square;183;183;183;TillJIT-04.06.;0.336588;4734;130;1
Square;184;184;184;TillJIT-04.06.;0.373478;4270;128;1
Square;185;185;185;TillJIT-04.06.;0.360011;4432;126;1
Square;186;186;186;TillJIT-04.06.;0.336960;4736;124;1
Square;187;187;187;TillJIT-04.06.;0.336902;4736;122;1
Square;188;188;188;TillJIT-04.06.;0.396401;4023;120;1
Square;189;189;189;TillJIT-04.06.;0.357563;4456;118;1
Square;190;190;190;TillJIT-04.06.;0.359288;4429;116;1
Square;191;191;191;TillJIT-04.06.;0.355329;4471;114;1
Square;192;192;192;TillJIT-04.06.;0.384243;4163;113;1
Square;193;193;193;TillJIT-04.06.;0.357040;4470;111;1
Square;194;194;194;TillJIT-04.06.;0.361586;4402;109;1
Square;195;195;195;TillJIT-04.06.;0.294012;5397;107;1
Square;196;196;196;TillJIT-04.06.;0.392684;4065;106;1
Square;197;197;197;TillJIT-04.06.;0.308784;5150;104;1
Square;198;198;198;TillJIT-04.06.;0.379732;4211;103;1
Square;199;199;199;TillJIT-04.06.;0.363277;4382;101;1
Square;200;200;200;TillJIT-04.06.;0.372439;4296;100;1
Square;201;201;201;TillJIT-04.06.;0.345708;4604;98;1
Square;202;202;202;TillJIT-04.06.;0.335507;4766;97;1
Square;203;203;203;TillJIT-04.06.;0.348330;4563;95;1
Square;204;204;204;TillJIT-04.06.;0.396044;4030;94;1
Square;205;205;205;TillJIT-04.06.;0.264815;5986;92;1
Square;206;206;206;TillJIT-04.06.;0.349673;4550;91;1
Square;207;207;207;TillJIT-04.06.;0.358615;4452;90;1
Square;208;208;208;TillJIT-04.06.;0.371176;4267;88;1
Square;209;209;209;TillJIT-04.06.;0.291255;5454;87;1
Square;210;210;210;TillJIT-04.06.;0.341310;4667;86;1
Square;211;211;211;TillJIT-04.06.;0.352376;4532;85;1
Square;212;212;212;TillJIT-04.06.;0.336454;4701;83;1
Square;213;213;213;TillJIT-04.06.;0.352498;4496;82;1
Square;214;214;214;TillJIT-04.06.;0.319127;4975;81;1
Square;215;215;215;TillJIT-04.06.;0.358059;4441;80;1
Square;216;216;216;TillJIT-04.06.;0.372375;4276;79;1
Square;217;217;217;TillJIT-04.06.;0.344810;4623;78;1
Square;218;218;218;TillJIT-04.06.;0.327748;4868;77;1
Square;219;219;219;TillJIT-04.06.;0.360797;4425;76;1
